ensembl_gene_id;gene_symbol_hint;platform;mean;sd
ENSG00000023191;RNH1;RNA_Seq;11,7031;0,6985
ENSG00000023228;NDUFS1;RNA_Seq;11,9918;0,5851
ENSG00000023287;RB1CC1;RNA_Seq;11,3339;0,7916
ENSG00000023318;ERP44;RNA_Seq;11,0624;0,7525
ENSG00000023330;ALAS1;RNA_Seq;10,8217;0,6963
ENSG00000023445;BIRC3;RNA_Seq;9,1014;2,5484
ENSG00000023516;AKAP11;RNA_Seq;11,2243;0,8055
ENSG00000023572;GLRX2;RNA_Seq;7,6209;0,7611
ENSG00000023608;SNAPC1;RNA_Seq;8,6885;1,104
ENSG00000023697;DERA;RNA_Seq;10,333;0,815
ENSG00000023734;STRAP;RNA_Seq;12,113;0,6538
ENSG00000023839;ABCC2;RNA_Seq;6,896;2,7064
ENSG00000023892;DEF6;RNA_Seq;8,6325;2,0422
ENSG00000023902;PLEKHO1;RNA_Seq;8,5083;2,2534
ENSG00000023909;GCLM;RNA_Seq;10,0691;1,442
ENSG00000024048;UBR2;RNA_Seq;11,0346;0,5678
ENSG00000024422;EHD2;RNA_Seq;8,2831;3,897
ENSG00000024526;DEPDC1;RNA_Seq;9,9435;0,996
ENSG00000024862;CCDC28A;RNA_Seq;8,913;0,7906
ENSG00000025039;RRAGD;RNA_Seq;7,5864;2,7521
ENSG00000025156;HSF2;RNA_Seq;9,422;0,9042
ENSG00000025293;PHF20;RNA_Seq;10,7349;0,5783
ENSG00000025423;HSD17B6;RNA_Seq;5,1824;2,1662
ENSG00000025434;NR1H3;RNA_Seq;8,5282;1,25
ENSG00000025708;TYMP;RNA_Seq;9,5151;2,5724
ENSG00000025770;NCAPH2;RNA_Seq;10,6943;0,7896
ENSG00000025772;TOMM34;RNA_Seq;11,0609;0,8614
ENSG00000025796;SEC63;RNA_Seq;11,8788;0,5424
ENSG00000025800;KPNA6;RNA_Seq;11,4828;0,5665
ENSG00000026025;VIM;RNA_Seq;11,2869;4,1396
ENSG00000026036;RTEL1-TNFRSF6B;RNA_Seq;9,2077;0,8841
ENSG00000026103;FAS;RNA_Seq;8,2167;2,1821
ENSG00000026297;RNASET2;RNA_Seq;10,4044;1,5542
ENSG00000026508;CD44;RNA_Seq;12,7583;2,4727
ENSG00000026559;KCNG1;RNA_Seq;5,912;3,0477
ENSG00000026652;AGPAT4;RNA_Seq;7,2729;3,1677
ENSG00000026751;SLAMF7;RNA_Seq;4,4738;3,1962
ENSG00000026950;BTN3A1;RNA_Seq;9,5843;1,4357
ENSG00000027001;MIPEP;RNA_Seq;9,5527;0,9854
ENSG00000027075;PRKCH;RNA_Seq;8,4997;2,0706
ENSG00000027644;INSRR;RNA_Seq;1,2403;2,7352
ENSG00000027697;IFNGR1;RNA_Seq;10,9253;1,007
ENSG00000027847;B4GALT7;RNA_Seq;9,6549;0,6108
ENSG00000027869;SH2D2A;RNA_Seq;6,285;1,8287
ENSG00000028116;VRK2;RNA_Seq;9,7791;0,9583
ENSG00000028137;TNFRSF1B;RNA_Seq;7,4267;2,7856
ENSG00000028203;VEZT;RNA_Seq;11,3424;0,6582
ENSG00000028277;POU2F2;RNA_Seq;6,3271;1,8138
ENSG00000028310;BRD9;RNA_Seq;11,2102;0,5866
ENSG00000028528;SNX1;RNA_Seq;11,6903;0,5552
ENSG00000028839;TBPL1;RNA_Seq;9,0731;0,8164
ENSG00000029153;ARNTL2;RNA_Seq;9,9502;2,1436
ENSG00000029363;BCLAF1;RNA_Seq;12,6692;0,531
ENSG00000029364;SLC39A9;RNA_Seq;11,6336;0,5733
ENSG00000029534;ANK1;RNA_Seq;5,2715;3,2984
ENSG00000029559;IBSP;RNA_Seq;0,8299;3,1102
ENSG00000029639;TFB1M;RNA_Seq;8,433;0,7192
ENSG00000029725;RABEP1;RNA_Seq;10,8238;0,7507
ENSG00000029993;HMGB3;RNA_Seq;11,7153;1,1319
ENSG00000030066;NUP160;RNA_Seq;11,4886;0,6528
ENSG00000030110;BAK1;RNA_Seq;10,3222;0,7926
ENSG00000030304;MUSK;RNA_Seq;0,2512;2,7028
ENSG00000030419;IKZF2;RNA_Seq;7,8612;2,3968
ENSG00000030582;GRN;RNA_Seq;13,0296;0,9246
ENSG00000031003;FAM13B;RNA_Seq;10,2964;0,7269
ENSG00000031081;ARHGAP31;RNA_Seq;8,1148;2,1201
ENSG00000031691;CENPQ;RNA_Seq;8,1972;0,7711
ENSG00000031698;SARS;RNA_Seq;11,9859;0,5904
ENSG00000031823;RANBP3;RNA_Seq;10,9305;0,5192
ENSG00000032219;ARID4A;RNA_Seq;9,7479;0,6767
ENSG00000032389;TSSC1;RNA_Seq;9,8681;0,5115
ENSG00000032444;PNPLA6;RNA_Seq;10,5469;0,6823
ENSG00000032742;IFT88;RNA_Seq;9,1279;1,0545
ENSG00000033011;ALG1;RNA_Seq;10,0496;0,6836
ENSG00000033030;ZCCHC8;RNA_Seq;10,251;0,4609
ENSG00000033050;ABCF2;RNA_Seq;11,1949;0,5874
ENSG00000033100;CHPF2;RNA_Seq;11,104;0,7969
ENSG00000033122;LRRC7;RNA_Seq;3,3066;2,5601
ENSG00000033170;FUT8;RNA_Seq;9,9255;1,2762
ENSG00000033178;UBA6;RNA_Seq;11,3683;0,6261
ENSG00000033327;GAB2;RNA_Seq;9,6615;1,6187
ENSG00000033627;ATP6V0A1;RNA_Seq;11,0745;0,7886
ENSG00000033800;PIAS1;RNA_Seq;10,7348;0,6062
ENSG00000033867;SLC4A7;RNA_Seq;10,0857;1,3603
ENSG00000034053;APBA2;RNA_Seq;5,5654;4,286
ENSG00000034152;MAP2K3;RNA_Seq;10,5096;1,2156
ENSG00000034239;EFCAB1;RNA_Seq;2,3337;3,8085
ENSG00000034510;TMSB10;RNA_Seq;14,2182;0,9011
ENSG00000034533;ASTE1;RNA_Seq;8,3358;0,5869
ENSG00000034677;RNF19A;RNA_Seq;11,4556;1,0163
ENSG00000034693;PEX3;RNA_Seq;9,0959;0,6469
ENSG00000034713;GABARAPL2;RNA_Seq;10,8037;0,6148
ENSG00000034971;MYOC;RNA_Seq;-0,1316;2,6724
ENSG00000035115;SH3YL1;RNA_Seq;10,904;1,1623
ENSG00000035141;FAM136A;RNA_Seq;11,3567;0,5772
ENSG00000035403;VCL;RNA_Seq;12,3483;1,1448
ENSG00000035499;DEPDC1B;RNA_Seq;9,1906;0,986
ENSG00000035664;DAPK2;RNA_Seq;8,3844;1,8804
ENSG00000035681;NSMAF;RNA_Seq;10,6102;0,7432
ENSG00000035687;ADSS;RNA_Seq;11,2688;0,7248
ENSG00000035720;STAP1;RNA_Seq;0,6989;2,2003
ENSG00000035862;TIMP2;RNA_Seq;10,9497;2,722
ENSG00000035928;RFC1;RNA_Seq;11,1685;0,5651
ENSG00000036054;TBC1D23;RNA_Seq;10,56;0,6591
ENSG00000036257;CUL3;RNA_Seq;11,4992;0,535
ENSG00000036448;MYOM2;RNA_Seq;3,7496;2,9078
ENSG00000036473;OTC;RNA_Seq;0,3982;3,2138
ENSG00000036530;CYP46A1;RNA_Seq;5,0051;1,5991
ENSG00000036549;ZZZ3;RNA_Seq;10,8316;0,5354
ENSG00000036565;SLC18A1;RNA_Seq;0,8119;3,3685
ENSG00000036672;USP2;RNA_Seq;5,7564;2,2265
ENSG00000036828;CASR;RNA_Seq;0,4251;3,2987
ENSG00000037042;TUBG2;RNA_Seq;9,2178;1,0255
ENSG00000037241;RPL26L1;RNA_Seq;9,4112;0,7817
ENSG00000037280;FLT4;RNA_Seq;3,1981;2,5974
ENSG00000037474;NSUN2;RNA_Seq;12,0395;0,6012
ENSG00000037637;FBXO42;RNA_Seq;10,0336;0,658
ENSG00000037749;MFAP3;RNA_Seq;9,0675;1,0392
ENSG00000037757;MRI1;RNA_Seq;9,9426;0,8693
ENSG00000037897;METTL1;RNA_Seq;9,1618;0,6237
ENSG00000037965;HOXC8;RNA_Seq;3,9999;3,5445
ENSG00000038002;AGA;RNA_Seq;9,2506;0,9283
ENSG00000038210;PI4K2B;RNA_Seq;10,4622;0,7798
ENSG00000038219;BOD1L1;RNA_Seq;11,2323;0,7605
ENSG00000038274;MAT2B;RNA_Seq;10,8733;0,6734
ENSG00000038295;TLL1;RNA_Seq;2,3965;4,1438
ENSG00000038358;EDC4;RNA_Seq;11,4771;0,5557
ENSG00000038382;TRIO;RNA_Seq;12,3824;1,0333
ENSG00000038427;VCAN;RNA_Seq;8,2924;4,1908
ENSG00000038532;CLEC16A;RNA_Seq;10,1429;0,6023
ENSG00000038945;MSR1;RNA_Seq;2,0679;3,4467
ENSG00000039068;CDH1;RNA_Seq;12,3459;3,3335
ENSG00000039123;SKIV2L2;RNA_Seq;11,1366;0,5415
ENSG00000039139;DNAH5;RNA_Seq;6,7008;2,7712
ENSG00000039319;ZFYVE16;RNA_Seq;10,6744;0,708
ENSG00000039523;FAM65A;RNA_Seq;10,2832;1,1917
ENSG00000039537;C6;RNA_Seq;0,9195;3,0631
ENSG00000039560;RAI14;RNA_Seq;10,5691;2,1836
ENSG00000039600;SOX30;RNA_Seq;3,041;2,4182
ENSG00000039650;PNKP;RNA_Seq;10,0373;0,6175
ENSG00000039987;BEST2;RNA_Seq;1,3747;2,4877
ENSG00000040199;PHLPP2;RNA_Seq;9,4123;1,0498
ENSG00000040275;SPDL1;RNA_Seq;9,8204;0,7729
ENSG00000040341;STAU2;RNA_Seq;10,3373;0,8202
ENSG00000040487;PQLC2;RNA_Seq;8,8183;0,7088
ENSG00000040531;CTNS;RNA_Seq;8,7098;0,7724
ENSG00000040608;RTN4R;RNA_Seq;7,2762;1,4282
ENSG00000040633;PHF23;RNA_Seq;10,0131;0,643
ENSG00000040731;CDH10;RNA_Seq;0,3862;3,058
ENSG00000040933;INPP4A;RNA_Seq;10,3048;0,9325
ENSG00000041353;RAB27B;RNA_Seq;8,4932;3,2803
ENSG00000041357;PSMA4;RNA_Seq;12,1039;0,6311
ENSG00000041515;MYO16;RNA_Seq;3,351;2,8416
ENSG00000041802;LSG1;RNA_Seq;11,3367;0,6436
ENSG00000041880;PARP3;RNA_Seq;9,2379;1,0553
ENSG00000041982;TNC;RNA_Seq;9,8508;4,2939
ENSG00000041988;THAP3;RNA_Seq;8,4263;0,7929
ENSG00000042062;FAM65C;RNA_Seq;5,384;2,4182
ENSG00000042088;TDP1;RNA_Seq;9,6495;0,9522
ENSG00000042286;AIFM2;RNA_Seq;9,6138;1,0313
ENSG00000042304;C2orf83;RNA_Seq;0,0555;1,6462
ENSG00000042317;SPATA7;RNA_Seq;7,846;0,9529
ENSG00000042429;MED17;RNA_Seq;10,0581;0,5325
ENSG00000042445;RETSAT;RNA_Seq;11,1489;0,8586
ENSG00000042493;CAPG;RNA_Seq;11,1718;2,1969
ENSG00000042753;AP2S1;RNA_Seq;10,8563;0,6298
ENSG00000042781;USH2A;RNA_Seq;3,1518;1,8231
ENSG00000042813;ZPBP;RNA_Seq;-0,5972;1,6562
ENSG00000042832;TG;RNA_Seq;5,1217;2,6352
ENSG00000042980;ADAM28;RNA_Seq;6,1802;3,5366
ENSG00000043039;BARX2;RNA_Seq;6,3883;3,2035
ENSG00000043093;DCUN1D1;RNA_Seq;10,8099;0,8001
ENSG00000043143;JADE2;RNA_Seq;10,2681;1,5355
ENSG00000043355;ZIC2;RNA_Seq;5,3236;3,5762
ENSG00000043462;LCP2;RNA_Seq;2,5651;3,5518
ENSG00000043514;TRIT1;RNA_Seq;9,9887;0,7448
ENSG00000043591;ADRB1;RNA_Seq;3,5292;3,0266
ENSG00000044012;GUCA2B;RNA_Seq;0,3919;2,7375
ENSG00000044090;CUL7;RNA_Seq;10,9261;0,842
ENSG00000044115;CTNNA1;RNA_Seq;13,7997;0,8059
ENSG00000044446;PHKA2;RNA_Seq;10,6643;0,9123
ENSG00000044459;CNTLN;RNA_Seq;7,1613;2,9156
ENSG00000044524;EPHA3;RNA_Seq;3,057;3,9803
ENSG00000044574;HSPA5;RNA_Seq;14,4004;0,7091
ENSG00000046604;DSG2;RNA_Seq;12,3381;2,6798
ENSG00000046647;GEMIN8;RNA_Seq;8,5993;0,7657
ENSG00000046651;OFD1;RNA_Seq;10,7375;0,7712
ENSG00000046653;GPM6B;RNA_Seq;8,001;2,2076
ENSG00000046774;MAGEC2;RNA_Seq;1,3744;4,0666
ENSG00000046889;PREX2;RNA_Seq;2,0348;3,7867
ENSG00000047056;WDR37;RNA_Seq;9,8422;0,693
ENSG00000047188;YTHDC2;RNA_Seq;10,6274;0,6909
ENSG00000047230;CTPS2;RNA_Seq;10,0705;0,7961
ENSG00000047249;ATP6V1H;RNA_Seq;10,4787;0,6907
ENSG00000047315;POLR2B;RNA_Seq;12,25;0,5686
ENSG00000047346;FAM214A;RNA_Seq;9,8847;0,9327
ENSG00000047365;ARAP2;RNA_Seq;8,9222;2,805
ENSG00000047410;TPR;RNA_Seq;13,0176;0,6562
ENSG00000047457;CP;RNA_Seq;6,3211;4,5656
ENSG00000047578;KIAA0556;RNA_Seq;10,2632;0,6455
ENSG00000047579;DTNBP1;RNA_Seq;9,026;0,8342
ENSG00000047597;XK;RNA_Seq;7,1259;3,0771
ENSG00000047617;ANO2;RNA_Seq;2,1172;3,1559
ENSG00000047621;C12orf4;RNA_Seq;9,5203;0,7132
ENSG00000047634;SCML1;RNA_Seq;9,3834;1,9146
ENSG00000047644;WWC3;RNA_Seq;10,2629;1,5132
ENSG00000047648;ARHGAP6;RNA_Seq;3,9259;3,6902
ENSG00000047662;FAM184B;RNA_Seq;3,2251;2,9565
ENSG00000047849;MAP4;RNA_Seq;12,8061;0,7148
ENSG00000047932;GOPC;RNA_Seq;10,9007;0,5695
ENSG00000047936;ROS1;RNA_Seq;3,3872;4,0756
ENSG00000048028;USP28;RNA_Seq;9,7798;0,8651
ENSG00000048052;HDAC9;RNA_Seq;7,8518;2,5279
ENSG00000048140;TSPAN17;RNA_Seq;10,8034;0,6072
ENSG00000048162;NOP16;RNA_Seq;9,9258;0,7365
ENSG00000048342;CC2D2A;RNA_Seq;8,3702;1,385
ENSG00000048392;RRM2B;RNA_Seq;10,4525;0,8468
ENSG00000048405;ZNF800;RNA_Seq;9,7634;0,6048
ENSG00000048462;TNFRSF17;RNA_Seq;-0,13;2,3201
ENSG00000048471;SNX29;RNA_Seq;9,4593;1,1072
ENSG00000048540;LMO3;RNA_Seq;5,1497;3,7577
ENSG00000048544;MRPS10;RNA_Seq;10,625;0,5261
ENSG00000048545;GUCA1A;RNA_Seq;-0,1743;2,145
ENSG00000048649;RSF1;RNA_Seq;11,07;0,703
ENSG00000048707;VPS13D;RNA_Seq;11,3413;0,7411
ENSG00000048740;CELF2;RNA_Seq;7,9766;3,6128
ENSG00000048828;FAM120A;RNA_Seq;12,6298;0,915
ENSG00000048991;R3HDM1;RNA_Seq;10,6091;0,6143
ENSG00000049089;COL9A2;RNA_Seq;8,7733;2,4524
ENSG00000049130;KITLG;RNA_Seq;9,3243;2,3105
ENSG00000049167;ERCC8;RNA_Seq;8,1757;0,622
ENSG00000049192;ADAMTS6;RNA_Seq;5,6091;2,6667
ENSG00000049239;H6PD;RNA_Seq;11,6475;0,7715
ENSG00000049245;VAMP3;RNA_Seq;11,5873;0,7222
ENSG00000049246;PER3;RNA_Seq;9,376;1,8657
ENSG00000049247;UTS2;RNA_Seq;0,5064;2,8749
ENSG00000049249;TNFRSF9;RNA_Seq;4,224;2,05
ENSG00000049283;EPN3;RNA_Seq;7,7938;3,2912
ENSG00000049323;LTBP1;RNA_Seq;9,9517;2,4438
ENSG00000049449;RCN1;RNA_Seq;12,4443;1,0616
ENSG00000049540;ELN;RNA_Seq;6,127;3,8299
ENSG00000049541;RFC2;RNA_Seq;10,3512;0,6632
ENSG00000049618;ARID1B;RNA_Seq;11,2942;0,6579
ENSG00000049656;CLPTM1L;RNA_Seq;12,1529;0,736
ENSG00000049759;NEDD4L;RNA_Seq;11,1316;1,1655
ENSG00000049768;FOXP3;RNA_Seq;3,5035;1,7053
ENSG00000049769;PPP1R3F;RNA_Seq;6,8339;1,5541
ENSG00000049860;HEXB;RNA_Seq;11,5775;0,9677
ENSG00000049883;PTCD2;RNA_Seq;8,9731;0,6226
ENSG00000050030;KIAA2022;RNA_Seq;3,4842;3,8871
ENSG00000050130;JKAMP;RNA_Seq;10,5036;0,597
ENSG00000050165;DKK3;RNA_Seq;7,4285;3,853
ENSG00000050327;ARHGEF5;RNA_Seq;10,0967;3,0257
ENSG00000050344;NFE2L3;RNA_Seq;10,7344;1,3846
ENSG00000050393;MCUR1;RNA_Seq;10,6355;0,6077
ENSG00000050405;LIMA1;RNA_Seq;11,7933;1,5254
ENSG00000050426;LETMD1;RNA_Seq;11,0472;0,5718
ENSG00000050438;SLC4A8;RNA_Seq;7,9159;1,6119
ENSG00000050555;LAMC3;RNA_Seq;3,4551;3,7705
ENSG00000050628;PTGER3;RNA_Seq;3,1755;3,6905
ENSG00000050730;TNIP3;RNA_Seq;1,9869;3,3873
ENSG00000050748;MAPK9;RNA_Seq;10,7747;0,6004
ENSG00000050767;COL23A1;RNA_Seq;2,8529;3,3255
ENSG00000050820;BCAR1;RNA_Seq;10,9152;0,8684
ENSG00000051009;FAM160A2;RNA_Seq;10,4605;0,7835
ENSG00000051108;HERPUD1;RNA_Seq;11,1466;0,8476
ENSG00000051128;HOMER3;RNA_Seq;9,2314;2,0961
ENSG00000051180;RAD51;RNA_Seq;8,9048;0,7591
ENSG00000051341;POLQ;RNA_Seq;9,6321;0,9454
ENSG00000051382;PIK3CB;RNA_Seq;10,6532;0,9561
ENSG00000051523;CYBA;RNA_Seq;10,0579;2,73
ENSG00000051596;THOC3;RNA_Seq;10,3955;0,8286
ENSG00000051620;HEBP2;RNA_Seq;11,1951;1,1117
ENSG00000051825;MPHOSPH9;RNA_Seq;9,6329;1,0257
ENSG00000052126;PLEKHA5;RNA_Seq;10,6073;1,0987
ENSG00000052344;PRSS8;RNA_Seq;9,9401;3,9851
ENSG00000052723;SIKE1;RNA_Seq;10,6229;0,6953
ENSG00000052749;RRP12;RNA_Seq;10,7187;0,6931
ENSG00000052795;FNIP2;RNA_Seq;10,0564;1,0785
ENSG00000052802;MSMO1;RNA_Seq;10,9996;0,9225
ENSG00000052841;TTC17;RNA_Seq;11,7135;0,5702
ENSG00000052850;ALX4;RNA_Seq;3,1035;3,3703
ENSG00000053108;FSTL4;RNA_Seq;5,7285;2,921
ENSG00000053254;FOXN3;RNA_Seq;10,5382;1,1805
ENSG00000053328;METTL24;RNA_Seq;0,3471;2,7772
ENSG00000053371;AKR7A2;RNA_Seq;10,1732;0,6147
ENSG00000053372;MRTO4;RNA_Seq;10,6656;0,6336
ENSG00000053438;NNAT;RNA_Seq;6,0677;2,2773
ENSG00000053501;USE1;RNA_Seq;8,9017;0,7652
ENSG00000053524;MCF2L2;RNA_Seq;6,2309;1,409
ENSG00000053702;NRIP2;RNA_Seq;6,4422;0,9928
ENSG00000053747;LAMA3;RNA_Seq;10,7403;3,0266
ENSG00000053770;AP5M1;RNA_Seq;10,5196;0,6095
ENSG00000053900;ANAPC4;RNA_Seq;10,2454;0,488
ENSG00000053918;KCNQ1;RNA_Seq;7,0848;3,5619
ENSG00000054116;TRAPPC3;RNA_Seq;10,723;0,5235
ENSG00000054118;THRAP3;RNA_Seq;12,3286;0,4406
ENSG00000054148;PHPT1;RNA_Seq;10,4642;0,7548
ENSG00000054179;ENTPD2;RNA_Seq;6,9402;3,2336
ENSG00000054219;LY75;RNA_Seq;9,2322;2,8978
ENSG00000054267;ARID4B;RNA_Seq;10,7727;0,73
ENSG00000054277;OPN3;RNA_Seq;8,8865;1,498
ENSG00000054282;SDCCAG8;RNA_Seq;9,343;0,6837
ENSG00000054356;PTPRN;RNA_Seq;3,0698;3,1939
ENSG00000054392;HHAT;RNA_Seq;7,6564;1,6949
ENSG00000054523;KIF1B;RNA_Seq;11,6032;0,8625
ENSG00000054598;FOXC1;RNA_Seq;8,004;2,4644
ENSG00000054611;TBC1D22A;RNA_Seq;9,8817;0,6017
ENSG00000054654;SYNE2;RNA_Seq;12,4257;1,1111
ENSG00000054690;PLEKHH1;RNA_Seq;10,1961;1,7853
ENSG00000054793;ATP9A;RNA_Seq;11,6186;1,9463
ENSG00000054796;SPO11;RNA_Seq;-1,2499;1,3461
ENSG00000054803;CBLN4;RNA_Seq;-0,3975;2,6122
ENSG00000054938;CHRDL2;RNA_Seq;1,3256;3,3534
ENSG00000054965;FAM168A;RNA_Seq;11,2255;0,8687
ENSG00000054967;RELT;RNA_Seq;8,6547;0,9078
ENSG00000054983;GALC;RNA_Seq;9,5083;1,8774
ENSG00000055044;NOP58;RNA_Seq;11,6495;0,6172
ENSG00000055070;SZRD1;RNA_Seq;12,085;0,5618
ENSG00000055118;KCNH2;RNA_Seq;7,0527;3,2505
ENSG00000055130;CUL1;RNA_Seq;11,4676;0,5196
ENSG00000055147;FAM114A2;RNA_Seq;8,9735;0,6765
ENSG00000055163;CYFIP2;RNA_Seq;8,9975;2,5435
ENSG00000055208;TAB2;RNA_Seq;11,4729;0,6651
ENSG00000055211;GINM1;RNA_Seq;10,0814;0,7249
ENSG00000055332;EIF2AK2;RNA_Seq;11,7465;0,6618
ENSG00000055483;USP36;RNA_Seq;11,3596;0,6043
ENSG00000055609;KMT2C;RNA_Seq;11,9671;0,8298
ENSG00000055732;MCOLN3;RNA_Seq;6,8446;3,2675
ENSG00000055813;CCDC85A;RNA_Seq;2,1958;3,2761
ENSG00000055917;PUM2;RNA_Seq;12,5504;0,493
ENSG00000055950;MRPL43;RNA_Seq;10,2698;0,5406
ENSG00000055955;ITIH4;RNA_Seq;4,9035;2,3664
ENSG00000055957;ITIH1;RNA_Seq;-0,2589;2,1581
ENSG00000056050;C4orf27;RNA_Seq;8,9624;0,8361
ENSG00000056097;ZFR;RNA_Seq;11,9233;0,54
ENSG00000056277;ZNF280C;RNA_Seq;8,4197;0,8349
ENSG00000056291;NPFFR2;RNA_Seq;0,9176;2,9166
ENSG00000056487;PHF21B;RNA_Seq;2,1277;3,981
ENSG00000056558;TRAF1;RNA_Seq;8,9205;1,159
ENSG00000056586;RC3H2;RNA_Seq;11,2734;0,6531
ENSG00000056736;IL17RB;RNA_Seq;8,5136;2,0368
ENSG00000056972;TRAF3IP2;RNA_Seq;9,8059;1,0792
ENSG00000056998;GYG2;RNA_Seq;7,7036;3,2425
ENSG00000057019;DCBLD2;RNA_Seq;10,6495;1,9758
ENSG00000057149;SERPINB3;RNA_Seq;3,0301;4,937
ENSG00000057252;SOAT1;RNA_Seq;10,2362;1,3584
ENSG00000057294;PKP2;RNA_Seq;9,1486;3,4461
ENSG00000057468;MSH4;RNA_Seq;2,1472;2,084
ENSG00000057593;F7;RNA_Seq;2,4743;3,4245
ENSG00000057608;GDI2;RNA_Seq;13,0319;0,6632
ENSG00000057657;PRDM1;RNA_Seq;6,9376;2,6686
ENSG00000057663;ATG5;RNA_Seq;10,3808;0,6399
ENSG00000057704;TMCC3;RNA_Seq;8,5081;2,3375
ENSG00000057757;PITHD1;RNA_Seq;10,6887;0,5851
ENSG00000057935;MTA3;RNA_Seq;10,6136;0,5839
ENSG00000058056;USP13;RNA_Seq;9,5184;1,5785
ENSG00000058063;ATP11B;RNA_Seq;11,6372;1,1697
ENSG00000058085;LAMC2;RNA_Seq;11,6796;3,6358
ENSG00000058091;CDK14;RNA_Seq;7,7956;3,0462
ENSG00000058262;SEC61A1;RNA_Seq;13,7945;0,5513
ENSG00000058272;PPP1R12A;RNA_Seq;11,1456;0,7016
ENSG00000058335;RASGRF1;RNA_Seq;4,6151;3,0621
ENSG00000058404;CAMK2B;RNA_Seq;4,6058;3,07
ENSG00000058453;CROCC;RNA_Seq;10,0337;0,9205
ENSG00000058600;POLR3E;RNA_Seq;10,8377;0,5562
ENSG00000058668;ATP2B4;RNA_Seq;11,7369;1,6713
ENSG00000058673;ZC3H11A;RNA_Seq;13,0726;0,6033
ENSG00000058729;RIOK2;RNA_Seq;9,5951;0,5326
ENSG00000058799;YIPF1;RNA_Seq;9,6317;0,6559
ENSG00000058804;NDC1;RNA_Seq;11,0743;0,5855
ENSG00000058866;DGKG;RNA_Seq;5,9079;2,8258
ENSG00000059122;FLYWCH1;RNA_Seq;10,2824;0,8467
ENSG00000059145;UNKL;RNA_Seq;9,151;0,8958
ENSG00000059377;TBXAS1;RNA_Seq;6,1957;2,4087
ENSG00000059378;PARP12;RNA_Seq;10,2623;1,403
ENSG00000059573;ALDH18A1;RNA_Seq;11,7941;0,7753
ENSG00000059588;TARBP1;RNA_Seq;11,8009;0,903
ENSG00000059691;GATB;RNA_Seq;9,1434;0,6245
ENSG00000059728;MXD1;RNA_Seq;10,4772;1,325
ENSG00000059758;CDK17;RNA_Seq;9,8998;0,8623
ENSG00000059769;DNAJC25;RNA_Seq;8,7329;0,6421
ENSG00000059804;SLC2A3;RNA_Seq;8,1857;3,2067
ENSG00000059915;PSD;RNA_Seq;6,2869;1,8328
ENSG00000060069;CTDP1;RNA_Seq;9,8006;0,6625
ENSG00000060138;YBX3;RNA_Seq;11,8369;1,6563
ENSG00000060140;STYK1;RNA_Seq;7,3205;3,0726
ENSG00000060237;WNK1;RNA_Seq;12,6285;0,9588
ENSG00000060303;RPS17P5;RNA_Seq;-1,4616;1,5333
ENSG00000060339;CCAR1;RNA_Seq;11,7368;0,4743
ENSG00000060491;OGFR;RNA_Seq;10,7091;0,6988
ENSG00000060558;GNA15;RNA_Seq;7,068;3,3788
ENSG00000060566;CREB3L3;RNA_Seq;0,947;3,1142
ENSG00000060642;PIGV;RNA_Seq;8,7433;0,6212
ENSG00000060656;PTPRU;RNA_Seq;9,3711;2,3902
ENSG00000060688;SNRNP40;RNA_Seq;10,4247;0,5831
ENSG00000060709;RIMBP2;RNA_Seq;3,6068;3,9767
ENSG00000060718;COL11A1;RNA_Seq;3,3248;4,2838
ENSG00000060749;QSER1;RNA_Seq;11,1026;0,9209
ENSG00000060762;MPC1;RNA_Seq;9,3675;0,8652
ENSG00000060971;ACAA1;RNA_Seq;10,8544;0,8026
ENSG00000060982;BCAT1;RNA_Seq;7,1367;4,1001
ENSG00000061273;HDAC7;RNA_Seq;11,1954;0,8731
ENSG00000061337;LZTS1;RNA_Seq;5,3142;4,0814
ENSG00000061455;PRDM6;RNA_Seq;4,0159;2,6325
ENSG00000061492;WNT8A;RNA_Seq;-0,8614;1,7296
ENSG00000061656;SPAG4;RNA_Seq;7,1363;1,5883
ENSG00000061676;NCKAP1;RNA_Seq;12,9163;0,7764
ENSG00000061794;MRPS35;RNA_Seq;11,3055;0,7802
ENSG00000061918;GUCY1B3;RNA_Seq;5,3746;4,0492
ENSG00000061936;SFSWAP;RNA_Seq;11,164;0,5508
ENSG00000061938;TNK2;RNA_Seq;11,1136;0,9935
ENSG00000061987;MON2;RNA_Seq;11,0895;0,644
ENSG00000062038;CDH3;RNA_Seq;10,4923;2,9104
ENSG00000062096;ARSF;RNA_Seq;0,103;2,7852
ENSG00000062194;GPBP1;RNA_Seq;11,6017;0,5546
ENSG00000062282;DGAT2;RNA_Seq;8,9483;2,165
ENSG00000062370;ZNF112;RNA_Seq;8,085;1,1861
ENSG00000062485;CS;RNA_Seq;12,8593;0,5217
ENSG00000062524;LTK;RNA_Seq;5,637;3,0975
ENSG00000062582;MRPS24;RNA_Seq;10,6397;0,6854
ENSG00000062598;ELMO2;RNA_Seq;10,6069;0,6659
ENSG00000062650;WAPL;RNA_Seq;11,1031;0,596
ENSG00000062716;VMP1;RNA_Seq;12,5871;1,0721
ENSG00000062725;APPBP2;RNA_Seq;10,5773;0,6996
ENSG00000062822;POLD1;RNA_Seq;10,4606;0,7559
ENSG00000063015;SEZ6;RNA_Seq;2,2711;3,3098
